0 length 1250;
0 note 60 100;
171 note 79 100;
286 note 79 0;
482 note 54 0;
486 note 79 100;
558 note 79 0;
619 note 60 0;
620 note 60 100;
794 note 79 100;
909 note 79 0;
913 note 63 4;
913 note 63 4;
1109 note 79 100;
1181 note 79 0;
1242 note 60 0;
1243 note 60 100;
1250 note 63 0;
1250 note 63 0;
1250 note 60 0;
