0 length 3804;
0 note 62 37;
0 note 62 37;
632 note 62 0;
632 note 62 0;
702 note 72 49;
702 note 72 49;
1509 note 72 0;
1509 note 72 0;
1525 note 67 50;
1525 note 67 50;
2190 note 67 0;
2190 note 67 0;
2331 note 71 15;
2331 note 71 15;
2912 note 71 0;
2912 note 71 0;
3025 note 76 57;
3025 note 76 57;
3668 note 76 0;
3668 note 76 0;
