0 length 2109;
0 note 60 100;
172 note 79 100;
287 note 79 0;
483 note 54 0;
487 note 79 100;
559 note 79 0;
620 note 60 0;
621 note 60 100;
795 note 79 100;
910 note 79 0;
914 note 63 4;
914 note 63 4;
1110 note 79 100;
1182 note 79 0;
1243 note 60 0;
1244 note 60 100;
1418 note 79 100;
1533 note 79 0;
1733 note 79 100;
1752 note 63 0;
1752 note 63 0;
1805 note 79 0;
1866 note 60 0;
1867 note 60 100;
1992 note 70 33;
1992 note 70 33;
2041 note 79 100;
