0 length 3104;
0 note 60 50;
0 note 60 50;
255 note 60 0;
255 note 60 0;
533 note 65 39;
533 note 65 39;
903 note 65 0;
903 note 65 0;
1115 note 67 53;
1115 note 67 53;
1484 note 67 0;
1484 note 67 0;
1702 note 65 57;
1702 note 65 57;
1942 note 65 0;
1942 note 65 0;
2292 note 72 53;
2292 note 72 53;
2660 note 72 0;
2660 note 72 0;
