0 length 4222;
0 note 60 26;
0 note 60 26;
322 note 60 0;
322 note 60 0;
646 note 65 47;
646 note 65 47;
1021 note 65 0;
1021 note 65 0;
1241 note 67 53;
1241 note 67 53;
1616 note 67 0;
1616 note 67 0;
1823 note 65 56;
1823 note 65 56;
2135 note 65 0;
2135 note 65 0;
2418 note 60 57;
2418 note 60 57;
2738 note 60 0;
2738 note 60 0;
3013 note 64 50;
3013 note 64 50;
3013 note 65 53;
3013 note 65 53;
3383 note 64 0;
3383 note 64 0;
3387 note 65 0;
3387 note 65 0;
