0 length 1270;
0 note 65 100;
34 note 61 0;
75 note 65 0;
92 note 60 100;
158 note 60 0;
459 note 81 100;
461 note 80 100;
508 note 80 0;
558 note 81 0;
648 note 77 100;
723 note 77 0;
789 note 77 100;
855 note 77 0;
920 note 76 100;
991 note 76 0;
1052 note 65 100;
1128 note 65 0;
1145 note 60 100;
1211 note 60 0;
