0 length 4955;
0 note 67 100;
0 note 67 100;
1330 note 67 0;
1330 note 67 0;
1407 note 74 39;
1407 note 74 39;
2134 note 71 48;
2134 note 71 48;
2134 note 74 0;
2134 note 74 0;
3306 note 72 4;
3306 note 72 4;
3338 note 71 0;
3338 note 71 0;
4084 note 62 23;
4084 note 62 23;
4090 note 72 0;
4090 note 72 0;
4796 note 62 0;
4796 note 62 0;
