0 length 4018;
0 note 63 54;
85 note 63 0;
85 note 63 0;
2079 note 61 60;
2079 note 61 60;
2314 note 61 0;
2314 note 61 0;
2453 note 63 45;
2453 note 63 45;
2660 note 66 54;
2660 note 66 54;
2666 note 63 0;
2666 note 63 0;
2858 note 63 49;
2858 note 63 49;
2871 note 66 0;
2871 note 66 0;
3074 note 63 0;
3074 note 63 0;
3234 note 61 68;
3234 note 61 68;
3544 note 61 0;
3544 note 61 0;
3592 note 63 99;
3592 note 63 99;
3798 note 63 0;
3798 note 63 0;
